Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012615,110070082403,Summit Midstream 160A Appalachian Basin (Eastern Overthrust Area) GB,160A - Appalachian Basin (Eastern Overthrust Area),Denver,CO,80202,"999 18th Street, Suite 2500 South",DENVER COUNTY,39.74874,-104.99196,211130,W-GB,"66,545.19","63,544.70","2,969.50",30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012622,110070082408,Summit Midstream 415 Strawn Basin GB,415 - Strawn Basin,Denver,CO,80202,"999 18th Street, Suite 2500 South",DENVER COUNTY,39.74874,-104.99196,211130,W-GB,"69,377.67","27,466.80","41,907.00",3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013743,110070082403,Summit Midstream 430 Permian Basin GB,430 - Permian Basin,Denver,CO,80202,"999 18th Street, Suite 2500 South",DENVER COUNTY,39.74874,-104.99196,211130,W-GB,"37,341.80","35,435.50","1,876.50",29.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012631,110070082413,Summit Midstream 595 Piceance Basin GB,595 - Piceance Basin,Denver,CO,80202,"999 18th Street, Suite 2500 South",DENVER COUNTY,39.74874,-104.99196,211130,W-GB,"169,151.14","156,595.90","12,463.75",91.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012538,110070082353,"Superior Appalachian Pipeline, LLC. Basin 160A – Appalachian Eastern Overthrust – GB",160A - Appalachian Basin (Eastern Overthrust Area),Cannonsburg,PA,15317,SAP 1000 Town Center Way - Ste 120,WASHINGTON COUNTY,40.27724,-80.16623,486210,W-GB,"43,838.20","33,766.90","10,049.25",22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012709,,"Superior Pipeline Company, LLC - Basin 355 - Chautauqua Platform - GB",355 - Chautauqua Platform,Tulsa,OK,74170,PO Box 702500,,36.1711499588626,-95.9432417713586,486210,W-GB,"54,589.98","44,331.70","10,233.25",25.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012720,110070082462,"Superior Pipeline Texas, LLC - Basin 360 - Anadarko Basin - GB",360 - Anadarko Basin,Tulsa,OK,74170,PO Box 702500,,37.241724937,-99.7809850469999,486210,W-GB,"81,418.31","64,978.20","16,403.75",36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013065,110070225634,"Susquehanna Gathering Company, LLC",160A - Appalachian Basin (Eastern Overthrust Area),New Milford,PA,18834,1429 Oliver Road,SUSQUEHANNA COUNTY,41.8211,-75.684814,486210,W-GB,"288,935.09","255,269.00","33,522.75",143.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012773,110070082491,"TEP Rocky Mountain, LLC Gathering and Boosting",595 - Piceance Basin,Parachute,CO,81635,1058 County Road 215,GARFIELD COUNTY,39.46114,-108.06665,213111,W-GB,"4,562.05","2,332.80","2,229.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012806,110070082468,TOM-Stack Anadarko #360-G&B,360 - Anadarko Basin,Bridgeport,TX,76426,1209 County Road 1304,WISE COUNTY,33.22345,-97.7372,213112,W-GB,"356,313.71","322,699.80","33,318.00",295.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012814,110070082511,TOMPC Chautauqua #355-G&B,355 - Chautauqua Platform,Bridgeport,TX,76426,1209 County Road 1304,WISE COUNTY,33.22345,-97.7372,213112,W-GB,"9,715.40","7,936.70","1,771.25",7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013373,110070525474,Tall Oak 355 Chautauqua GB,355 - Chautauqua Platform,Edmond,OK,73013,2575 Kelley Pointe Parkway Suite 340,OKLAHOMA COUNTY,35.62919,-97.49805,211130,W-GB,"190,884.50","152,570.80","38,231.75",81.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013378,110070525474,Tall Oak 360 Anadarko GB,360 - Anadarko Basin,Edmond,OK,73013,2575 Kelley Pointe Parkway Suite 340,OKLAHOMA COUNTY,35.62919,-97.49805,211130,W-GB,"38,306.89","24,131.00","14,159.50",16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012205,110070082195,Tallgrass Powder River Basin Gathering System,515 - Powder River Basin,Lakewood,CO,80228,370 Van Gordon St,JEFFERSON COUNTY,39.722098,-105.135202,211130,W-GB,"134,682.71","103,154.20","31,471.00",57.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013310,110070525461,Tapstone G&B Wheeler System,360 - Anadarko Basin,Oklahoma City,OK,73104,100 E. Main St.,OKLAHOMA COUNTY,35.46759,-97.51021,211130,W-GB,"78,053.14","71,083.90","6,930.50",38.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012507,110070082333,"Targa Resources Corp. 220 Gulf Coast Basin (LA, TX) GB","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"103,393.28","25,525.32","77,855.13",12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012472,110070082310,Targa Resources Corp. 345 Arkoma Basin GB,345 - Arkoma Basin,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"80,394.88","73,303.70","7,062.86",28.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012466,110070082305,Targa Resources Corp. 350 South Oklahoma Folded Belt GB,350 - South Oklahoma Folded Belt,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"191,496.90","70,675.23","120,790.30",31.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012522,110070082342,Targa Resources Corp. 360 Anadarko Basin GB,360 - Anadarko Basin,Houston,TX,77002,811 Louisiana Suite 2100,HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"380,811.02","254,567.69","126,122.64",120.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012523,110070082343,Targa Resources Corp. 375 Sedgwick Basin GB,375 - Sedgwick Basin,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"53,589.43","34,456.40","19,116.89",16.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012526,110070082345,Targa Resources Corp. 395 Williston Basin GB,395 - Williston Basin,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"128,132.52","110,465.25","17,622.63",44.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012495,110070082325,Targa Resources Corp. 420 Fort Worth Syncline GB,420 - Fort Worth Syncline,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"228,112.51","175,333.66","52,688.90",89.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012470,110070082309,Targa Resources Corp. 425 Bend Arch GB,425 - Bend Arch,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"45,976.06","26,997.30","18,966.01",12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012500,110070082329,Targa Resources Corp. 430 Permian Basin GB,430 - Permian Basin,Houston,TX,77002,"811 Louisiana, Suite 2100",HARRIS COUNTY,29.75993,-95.366413,211130,W-GB,"2,464,731.25","2,158,682.01","304,992.33","1,056.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013989,,Teal Natural Resources 220 Gulf Coast Basin GB,"220 - Gulf Coast Basin (LA, TX)",Dallas,TX,75225,8235 Douglas Ave,,32.86416162752,-96.8088455477915,211120,W-GB,"121,257.07","109,330.10","11,869.75",57.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012482,110070082318,"The Ohio Gathering Company, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",160A - Appalachian Basin (Eastern Overthrust Area),Denver,CO,80202,"1515 Arapahoe Street, Tower 1, Suite 1600",DENVER COUNTY,39.74714,-104.99658,486210,W-GB,"285,314.48","267,008.40","18,131.75",174.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012177,110070082184,Thunder Creek Gathering and Boosting,515 - Powder River Basin,Gillette,WY,82716,1114 Energy Street,CAMPBELL COUNTY,44.29769,-105.48555,211130,W-GB,"275,908.04","224,455.10","51,340.00",112.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008888,110070082010,"TreeTop Midstream Services, LLC 210 Mid-Gulf Coast",210 - Mid-Gulf Coast Basin,Ridgeland,MS,39157,"602 Crescent Place, Suite 100",MADISON COUNTY,32.4524,-90.15393,211120,W-GB,"60,895.20","56,691.60","4,173.50",30.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013685,,UGIES boosting & gathering facilities,160A - Appalachian Basin (Eastern Overthrust Area),Wyomissing,PA,19610,835 Knitting Mills Way,,40.338698,-75.95478,211130,W-GB,"246,187.91","142,361.30","103,723.50",103.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012680,110070082440,US Realm LLC Atlantic Rim,535 - Green River Basin,Sheridan,WY,82801,1662 South Sheridan Avenue,,42.249006885,-107.279769345999,211130,W-GB,"84,947.35","65,153.70","19,757.00",36.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012317,110070082231,"Uinta Basin,AAPG Province 575, Gathering & Boosting",575 - Uinta Basin,Bluebell,UT,84007,,DUCHESNE COUNTY,40.381209,-110.162285,211130,W-GB,"245,263.39","184,758.40","60,391.75",113.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013245,110070082519,Urban 200 Black Warrior Basin GB,200 - Black Warrior Basin,Plano,TX,75074,"1000 E. 14th Street, Suite 300",COLLIN COUNTY,33.0184,-96.70028,486210,W-GB,"119,947.52","115,286.10","4,596.75",64.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012822,110070082519,"Urban 220 Gulf Coast Basin (LA, TX) GB","220 - Gulf Coast Basin (LA, TX)",Plano,TX,75074,"1000 E. 14th Street, Suite 300",COLLIN COUNTY,33.0184,-96.70028,486210,W-GB,"97,253.66","79,195.30","18,015.75",42.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012833,110070069862,"Validus Energy Aquilas AssetCo, LLC","220 - Gulf Coast Basin (LA, TX)",Denver,CO,80202,"1530 16th Street, Suite 500",,39.7437343889561,-104.991374164417,211120,W-GB,"292,388.26","267,453.50","24,809.00",125.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012970,110070209476,Vaquero Permian Basin #430-G&B,430 - Permian Basin,The Woodlands,TX,77380,"1790 Hughes Landing Blvd., Ste. 475",MONTGOMERY COUNTY,30.172686,-95.467486,213112,W-GB,"161,145.26","142,086.90","18,978.50",79.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012594,110070082387,Verdun Oil Company-Gulf Coast Basin- Onshore G&B,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77007,"55 Waugh Drive, Suite 400",,29.754495,-95.362678,211120,W-GB,"128,671.51","114,007.40","14,606.00",58.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013579,110070716022,WEX Basin 350,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73116,301 NW 63rd Street,OKLAHOMA COUNTY,35.53686,-97.51844,211130,W-GB,"111,373.83","107,295.50","4,023.50",54.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013615,110070716022,WEX Basin 355,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73116,301 NW 63rd Street,OKLAHOMA COUNTY,35.53686,-97.51844,211130,W-GB,"12,536.41","11,888.40",641.75,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013664,110070716076,WM 260 East Texas GB,260 - East Texas Basin,Oklahoma City,OK,73100,"499 W. Sheridan, Suite 1500",OKLAHOMA COUNTY,35.46646,-97.52124,486210,W-GB,"32,672.86","23,323.20","9,336.25",13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012365,110070082253,WPX Energy Permian LLC Boosting and Gathering,430 - Permian Basin,Oklahoma City,OK,73102,333 West Sheridan,,35.4679125262446,-97.5174182007128,486210,W-GB,"365,596.25","329,657.50","35,774.25",164.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012457,110070082291,"WTG Gas Processing, L.P. 430 Permian Basin GB",430 - Permian Basin,Midland,TX,79701,211 North Colorado,,31.99906,-102.07688,211120,W-GB,"239,246.91","200,303.30","38,930.50",13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012446,110070082291,"WTG Jameson, L.P. 430 Permian Basin GB",430 - Permian Basin,Midland,TX,79701,211 North Colorado,,31.99906,-102.07688,211120,W-GB,"104,177.52","37,536.20","66,622.25",19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013612,,WTG North Permian Midstream LLC 430 Permian Basin GB,430 - Permian Basin,Midland,TX,79701,211 North Colorado Street,,31.999241,-102.077096,211120,W-GB,"272,876.75","257,384.40","15,477.75",14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012461,110070082291,WTG South Permian Midstream LLC 430 Permian Basin GB,430 - Permian Basin,Midland,TX,79701,211 North Colorado,,31.99906,-102.07688,211120,W-GB,"484,536.81","310,458.40","174,043.25",35.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012590,110070082386,"Wapiti Operating, LLC-UintaGatheringAndBoosting",575 - Uinta Basin,Sunnyside,UT,84539,,CARBON COUNTY,39.782601,-110.171846,211130,W-GB,"36,342.46","24,968.70","11,359.75",14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012828,110070082521,"White Oak Energy 220 Gulf Coat Basin (LA, TX) GB","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77060,"16945 Northchase Dr., Suite 1700",HARRIS COUNTY,29.94751,-95.40587,486210,W-GB,"54,198.04","42,261.80","11,913.00",23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013203,110070082204,"Williams - G&B Facility - Denver Basin 540 (Tulsa, OK)",540 - Denver Basin,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,211130,W-GB,"169,538.93","160,900.50","8,553.50",84.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012233,110070082205,Williams G&B Facility – Anadarko Basin 360,360 - Anadarko Basin,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"183,881.30","138,657.00","45,149.50",74.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012236,110070069530,Williams G&B Facility – Appalachian Basin (Eastern Overthrust Area) 160A,160A - Appalachian Basin (Eastern Overthrust Area),Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"2,339,475.42","2,099,729.60","238,548.75","1,197.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012218,110070069530,Williams G&B Facility – Appalachian Basin 160,160 - Appalachian Basin,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"19,574.68","17,085.20","2,478.75",10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012195,110070082190,Williams G&B Facility – Arkla Basin 230,230 - Arkla Basin,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"51,911.15","39,167.10","12,722.00",22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012231,110070082203,Williams G&B Facility – Central Western Overthrust 507,507 - Central Western Overthrust,Tulsa,OK,74172,One Willams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"149,099.35","119,699.20","29,332.50",67.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012244,110070069540,Williams G&B Facility – Green River Basin 535,535 - Green River Basin,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"292,585.22","208,972.30","83,497.00",115.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012245,110070082210,Williams G&B Facility – Gulf Coast Basin 220,"220 - Gulf Coast Basin (LA, TX)",Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"492,165.84","437,864.30","54,113.50",188.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012189,110070082187,Williams G&B Facility – Permian Basin 430,430 - Permian Basin,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"45,389.20","40,724.00","4,642.25",22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012186,110070069510,Williams G&B Facility – Piceance Basin 595,595 - Piceance Basin,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"422,429.44","390,007.40","32,212.25",209.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012193,110070069513,Williams G&B Facility – San Juan Basin 580,580 - San Juan Basin,Bloomfield,NM,87413,1755 Arroyo Dr,,36.08256,-95.67245,213112,W-GB,"1,146,389.31","914,105.30","231,771.75",512.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012232,110070082204,Williams G&B Facility – Strawn Basin 415,415 - Strawn Basin,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,213112,W-GB,"269,154.23","215,301.40","53,737.50",115.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012633,110070082415,Williston Basin Gathering and Boosting,395 - Williston Basin,Fort Worth,TX,76102,"1200 Summit Avenue, Suite 320",TARRANT COUNTY,32.74631,-97.3416,486210,W-GB,"91,265.45","86,810.20","4,410.25",45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013356,110070525494,Williston Gathering & Boosting QEP Energy Company,395 - Williston Basin,Denver,CO,80265,"1050 17th St, Ste 800",DENVER COUNTY,39.74846,-104.99402,211120,W-GB,"37,029.97","36,030.30",980.00,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008298,,XPR Resources LLC,160A - Appalachian Basin (Eastern Overthrust Area),CANONSBURG,PA,15317,"6000 TOWN CENTER BOULEVARD SOUTHPOINTE II, SUITE 210",,39.74846,-104.99402,211130,W-GB,"12,472.53","6,417.00","6,052.25",3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012560,110070082365,XTO Energy Inc 160A Appalachian E Overthrust – GB,160A - Appalachian Basin (Eastern Overthrust Area),Warrendale,PA,15086,190 Thorn Hill Road,BUTLER COUNTY,40.67419,-80.11696,211130,W-GB,"204,046.59","159,872.80","44,083.50",90.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012596,110070082389,XTO Energy Inc 220 Gulf Coast – GB,"220 - Gulf Coast Basin (LA, TX)",Fort Worth,TX,76164,600 East Exchange Road,TARRANT COUNTY,32.78882,-97.34363,211130,W-GB,"141,885.87","108,693.00","33,136.25",56.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012530,110038383184,XTO Energy Inc 230 Arkla – GB,230 - Arkla Basin,Tyler,TX,75703,6141 Paluxy Drive,SMITH COUNTY,32.28248,-95.27886,211130,W-GB,"43,801.96","35,921.20","7,860.50",20.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012595,110070082388,XTO Energy Inc 260 East Texas – GB,260 - East Texas Basin,Tyler,TX,75703,6141 Paluxy drive,SMITH COUNTY,32.28248,-95.27886,211130,W-GB,"816,463.35","592,620.60","223,515.25",327.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012559,110070082364,XTO Energy Inc 345 Arkoma – GB,345 - Arkoma Basin,Oklahoma City,OK,73102,"210 West Park Ave, Suite 2350",OKLAHOMA COUNTY,35.46882,-97.51734,211130,W-GB,"361,773.15","309,440.90","52,161.50",170.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012552,110070082360,XTO Energy Inc 350 South Oklahoma Folded Belt – GB,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73102,"210 West Park Ave, Suite 2350",OKLAHOMA COUNTY,35.46882,-97.51734,211130,W-GB,"228,935.52","206,224.00","22,602.75",108.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012539,110070082354,XTO Energy Inc 360 Anadarko – GB,360 - Anadarko Basin,Oklahoma City,OK,73102,"210 West Park Ave, Suite 2350",OKLAHOMA COUNTY,35.46882,-97.51734,211130,W-GB,"47,250.76","24,289.90","22,947.75",13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012568,110070082370,XTO Energy Inc 395 Williston – GB,395 - Williston Basin,Englewood,CO,80112,9193 S. Jamaica Street,DOUGLAS COUNTY,39.54805,-104.86582,211130,W-GB,"13,959.08","7,082.70","6,874.00",2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012545,110070082357,XTO Energy Inc 415 Strawn – GB,415 - Strawn Basin,Fort Worth,TX,76164,600 East Exchange Road,TARRANT COUNTY,32.78882,-97.34363,211130,W-GB,"324,994.86","297,352.80","27,480.25",161.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012544,110070082356,XTO Energy Inc 420 Fort Worth Syncline – GB,420 - Fort Worth Syncline,Fort Worth,TX,76164,600 East Exchange Road,TARRANT COUNTY,32.78882,-97.34363,211130,W-GB,"69,958.01","66,995.90","2,925.75",36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012541,110015749966,XTO Energy Inc 430 Permian – GB,430 - Permian Basin,Midland,TX,79701,"500 W. Illinois Ave., Suite 100",MIDLAND COUNTY,31.99954,-102.0797,211130,W-GB,"1,108,355.66","894,040.60","213,847.50",467.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012581,110070082378,XTO Energy Inc 595 Piceance – GB,595 - Piceance Basin,Aztec,NM,87410,382 Road 3100,SAN JUAN COUNTY,36.7561,-108.05952,211130,W-GB,"24,112.27","21,901.00","2,198.75",12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013573,110070716063,XcL Midstream Operating,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,"380 Southpointe Boulevard, Suite 215",WASHINGTON COUNTY,40.293994,-80.174312,211130,W-GB,"82,374.06","59,141.10","23,205.25",27.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,